cmo,aux,old_value,new_value,n,w1,w2,old_official,forward,unique_forward,reverse,unique_reverse,train_n,validation_n,train_forward,validation_forward,train_reverse,validation_reverse,train_unique_forward,validation_unique_forward,train_unique_reverse,validation_unique_reverse,feature,passes,rescata_original,motivo
7201,1,3,3,1,28,29,TRUE,0.033734939759036145,FALSE,1,TRUE,NA,1,NA,0.06496519721577726,NA,1,NA,FALSE,NA,TRUE,p4f,FALSE,TRUE,muestra_insuficiente
7201,6,3,6,1,221,234,TRUE,0.32595870206489674,FALSE,1,TRUE,1,NA,0.68,NA,1,NA,TRUE,NA,TRUE,NA,p4f,FALSE,FALSE,muestra_insuficiente
7201,7,3,6,1,210,210,TRUE,0.4656319290465632,TRUE,1,TRUE,1,NA,0.5121951219512195,NA,1,NA,TRUE,NA,TRUE,NA,p4f,FALSE,FALSE,muestra_insuficiente
7201,7,3,3,433,119472,122419,TRUE,0.44503548080683913,TRUE,1,TRUE,214,219,0.4151826063064431,0.4767579445571332,1,1,FALSE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,sin_mayoria_reciproca_estable
5141,5,2,7,114,30082,30646,TRUE,0.5206660204929382,TRUE,1,TRUE,60,54,0.5994571816298836,0.44656411634311816,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
5141,5,2,8,48,8964,8771,TRUE,0.15515092772085295,FALSE,1,TRUE,24,24,0.1644168273694736,0.14643648821119098,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
7201,7,3,6,87,28620,28078,TRUE,0.10661004637648767,FALSE,1,TRUE,43,44,0.10191391365335531,0.11160028274632737,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
1204,5,2,1,7,1956,1940,TRUE,0.0768898148512127,FALSE,1,TRUE,3,4,0.06983584131326949,0.086422035308254,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1230,12,2,3,1,102,103,TRUE,0.07234042553191489,FALSE,1,TRUE,NA,1,NA,0.09156193895870736,NA,1,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1230,12,2,2,4,1308,1136,TRUE,0.9276595744680851,TRUE,1,TRUE,2,2,1,0.9084380610412927,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
6101,15,1,1,32,9097,9144,TRUE,0.7134342404517293,TRUE,0.9858760107816712,TRUE,13,19,0.43425995492111197,0.9135586374040663,0.9862837548221175,0.9857389801210026,FALSE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,sin_mayoria_reciproca_estable
1204,5,2,2,33,6679,6660,TRUE,0.2625496285231338,FALSE,1,TRUE,14,19,0.23919288645690834,0.2941122100009243,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,sin_mayoria_reciproca_estable
6101,20,1,2,72,15935,17547,TRUE,0.5303711100016641,TRUE,1,TRUE,32,40,0.46776252792850304,0.575172728830012,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
1230,15,2,2,4,1118,1147,TRUE,0.5771812080536913,TRUE,1,TRUE,2,2,1,0.4678362573099415,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
7201,7,3,11,318,108046,108011,TRUE,0.40247341267624,FALSE,1,TRUE,158,160,0.4411401054207067,0.3613851496711537,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
5100,18,1,1,1,197,199,TRUE,0.07623839009287926,FALSE,1,TRUE,1,NA,0.1177525403466826,NA,1,NA,FALSE,NA,TRUE,NA,scian,FALSE,TRUE,muestra_insuficiente
2125,16,2,1,2,209,213,TRUE,1,TRUE,1,TRUE,NA,2,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1204,5,2,8,38,14391,14595,TRUE,0.5657061991430481,TRUE,1,TRUE,24,14,0.6545827633378933,0.4456049542471578,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
8150,19,6,6,2,220,249,TRUE,0.12249443207126949,FALSE,1,TRUE,1,1,0.1276595744680851,0.11789473684210526,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
6101,15,1,2,7,610,731,TRUE,0.04783938514626304,FALSE,0.41581342434584756,FALSE,6,1,0.0978587528174305,0.011983304160495489,0.3849502487562189,0.7466666666666667,FALSE,FALSE,FALSE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5141,5,2,10,9,3243,3248,TRUE,0.056130573248407645,FALSE,1,TRUE,2,7,0.007856581672737662,0.10153153758312622,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
2121,7,2,2,2,284,290,TRUE,0.5378787878787878,TRUE,0.47854785478547857,FALSE,1,1,0.5205992509363296,0.5555555555555556,1,0.3174946004319654,TRUE,TRUE,TRUE,FALSE,scian,FALSE,TRUE,muestra_insuficiente
6180,14,2,2,3,465,475,TRUE,1,TRUE,1,TRUE,1,2,1,1,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
5380,20,8,7,4,1685,1680,TRUE,1,TRUE,1,TRUE,2,2,1,1,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5141,5,2,1,27,8409,8777,TRUE,0.14554486291885904,FALSE,1,TRUE,13,14,0.1133490464966788,0.17582454490495064,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
5100,5,1,1,3,572,588,TRUE,0.16507936507936508,FALSE,1,TRUE,1,2,0.13289401427786932,0.20072992700729927,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
1204,5,2,7,5,753,729,TRUE,0.029600220134439248,FALSE,1,TRUE,2,3,0.028590971272229822,0.030964044736112396,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5170,5,1,10,2,321,322,TRUE,0.6743697478991597,TRUE,1,TRUE,2,NA,0.6743697478991597,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
6121,8,1,3,2,497,490,TRUE,0.15468409586056645,FALSE,0.7941653160453809,TRUE,NA,2,NA,0.17444717444717445,NA,0.8521739130434782,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
8150,17,4,13,3,471,629,TRUE,0.13926670609107036,FALSE,1,TRUE,1,2,0.09283387622149837,0.1495664739884393,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
7121,7,8,10,6,2851,2830,TRUE,0.9280598958333334,TRUE,1,TRUE,4,2,0.9845384265575261,0.7857961053837342,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6110,20,1,7,3,504,504,TRUE,0.039603960396039604,FALSE,1,TRUE,1,2,0.012142514778718645,0.0661821555589918,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1204,3,2,8,2,437,432,TRUE,0.21400587659157688,FALSE,1,TRUE,1,1,0.5656108597285068,0.171334431630972,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
4109,1,13,13,10,1930,1890,TRUE,0.24353312302839117,FALSE,1,TRUE,9,1,0.5287157287157287,0.02197309417040359,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
4109,1,13,10,10,2694,2719,TRUE,0.33993690851735014,FALSE,1,TRUE,3,7,0.11515151515151516,0.5145739910313901,1,1,FALSE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1250,5,3,3,1,628,506,TRUE,1,TRUE,1,TRUE,NA,1,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,TRUE,muestra_insuficiente
5380,21,8,10,1,467,487,TRUE,1,TRUE,1,TRUE,NA,1,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1204,1,2,10,1,152,146,TRUE,1,TRUE,1,TRUE,NA,1,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6110,7,1,2,8,2734,2947,TRUE,0.26717482654158115,FALSE,0.9577510562235944,TRUE,3,5,0.45392646391284613,0.21594022415940226,1,0.9383009017560513,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1204,4,2,5,3,1195,1321,TRUE,0.44079675396532647,TRUE,1,TRUE,NA,3,NA,0.6887608069164265,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6180,16,1,2,1,262,265,TRUE,0.39398496240601505,TRUE,1,TRUE,NA,1,NA,0.5941043083900227,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5141,5,2,3,5,2083,1234,TRUE,0.03605303240099696,FALSE,1,TRUE,3,2,0.019355760302835513,0.05175656613152415,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1204,4,2,6,3,873,773,TRUE,0.3220213943194393,FALSE,1,TRUE,1,2,0.444672131147541,0.25302593659942363,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5141,7,2,7,1,287,287,TRUE,1,TRUE,1,TRUE,NA,1,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1250,20,3,3,55,7921,8164,TRUE,0.5490399944548416,TRUE,1,TRUE,34,21,0.4801788981500305,0.6966659402920026,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,sin_mayoria_reciproca_estable
5380,5,8,8,19,6224,6345,TRUE,0.641847994225018,TRUE,1,TRUE,9,10,0.7066478076379067,0.6046738072054528,1,1,TRUE,TRUE,TRUE,TRUE,scian,TRUE,TRUE,candidato_estadistico_no_aprobado_semanticamente
1204,5,2,3,2,411,435,TRUE,0.016156295451865248,FALSE,1,TRUE,NA,2,NA,0.037988723541917,NA,1,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5380,5,8,10,6,2662,2677,TRUE,0.2745178921315871,FALSE,1,TRUE,2,4,0.17765205091937766,0.33008763388510226,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1204,19,2,11,5,2120,2207,TRUE,0.14063018242122718,FALSE,1,TRUE,4,1,0.24351761252446183,0.01869836208146108,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1250,20,3,1,21,3041,3219,TRUE,0.2107853330560754,FALSE,1,TRUE,17,4,0.27780036592803414,0.06711701895837874,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
4109,21,13,9,1,171,166,TRUE,1,TRUE,1,TRUE,NA,1,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6110,10,1,2,5,2056,1499,TRUE,0.43791267305644305,TRUE,0.9746423927178154,TRUE,4,1,0.32476763258611263,0.5101186322400558,1,0.9583333333333334,FALSE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
8311,20,2,10,18,3279,3240,TRUE,0.486715155113552,TRUE,1,TRUE,8,10,0.5845493562231759,0.43498978897208984,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
6121,20,1,1,7,1056,1163,TRUE,0.28517418309478804,FALSE,1,TRUE,6,1,0.44144144144144143,0.05124747134187458,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
1204,2,2,8,2,384,382,TRUE,0.45714285714285713,FALSE,1,TRUE,NA,2,NA,0.45714285714285713,NA,1,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6180,16,1,1,2,150,153,TRUE,0.22556390977443608,FALSE,1,TRUE,1,1,0.20089285714285715,0.23809523809523808,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
6110,7,1,1,4,2420,2400,TRUE,0.23648978794097528,FALSE,1,TRUE,1,3,0.016795279164775308,0.2967621419676214,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
2126,20,1,3,2,1081,880,TRUE,0.6611620795107034,TRUE,1,TRUE,2,NA,0.9617437722419929,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
1204,16,2,2,4,1421,1396,TRUE,0.4346895074946467,FALSE,1,TRUE,2,2,0.46159554730983304,0.3083623693379791,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
6110,20,1,1,26,5914,6661,TRUE,0.4647179003614647,TRUE,1,TRUE,14,12,0.3986259785908292,0.528684088449049,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,sin_mayoria_reciproca_estable
1204,19,2,6,10,2850,3001,TRUE,0.1890547263681592,FALSE,1,TRUE,4,6,0.08512720156555773,0.3122191621974199,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5100,5,2,5,4,2001,1975,TRUE,0.6730575176589304,TRUE,1,TRUE,NA,4,NA,0.9074829931972789,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5100,18,2,7,1,48,38,TRUE,0.03966942148760331,FALSE,0.024869109947643978,FALSE,NA,1,NA,0.2696629213483146,NA,0.03885480572597137,NA,FALSE,NA,FALSE,scian,FALSE,FALSE,muestra_insuficiente
1230,16,2,2,22,4980,5054,TRUE,0.7755801277059649,TRUE,1,TRUE,12,10,0.9278705913550782,0.5588679245283019,1,1,TRUE,TRUE,TRUE,TRUE,scian,TRUE,TRUE,candidato_estadistico_no_aprobado_semanticamente
2126,20,1,1,5,554,561,TRUE,0.3388379204892966,FALSE,1,TRUE,1,4,0.03825622775800712,1,1,1,FALSE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
2121,19,2,1,1,45,46,TRUE,1,TRUE,0.08863198458574181,FALSE,NA,1,NA,1,NA,0.08863198458574181,NA,TRUE,NA,FALSE,scian,FALSE,FALSE,muestra_insuficiente
1204,7,2,8,1,54,55,TRUE,0.09015025041736227,FALSE,1,TRUE,1,NA,0.10909090909090909,NA,1,NA,FALSE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
8150,20,4,10,1,47,47,TRUE,0.0817391304347826,FALSE,1,TRUE,1,NA,0.09853249475890985,NA,1,NA,FALSE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
1250,15,3,3,10,1945,1905,TRUE,0.46732340221047575,TRUE,1,TRUE,6,4,0.6641643619122877,0.1618638871857756,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
5100,18,2,4,2,121,122,TRUE,0.1,FALSE,0.5446428571428571,TRUE,2,NA,0.11724806201550388,NA,0.5446428571428571,NA,FALSE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
5170,2,1,1,1,45,46,TRUE,0.13313609467455623,FALSE,1,TRUE,1,NA,0.13313609467455623,NA,1,NA,FALSE,NA,TRUE,NA,scian,FALSE,TRUE,muestra_insuficiente
6101,20,1,1,49,8155,8580,TRUE,0.2714261940422699,FALSE,1,TRUE,21,28,0.3239706351739547,0.23382630046251357,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,sin_mayoria_reciproca_estable
6110,6,1,3,1,238,217,TRUE,0.15063291139240506,FALSE,1,TRUE,1,NA,0.4061433447098976,NA,1,NA,FALSE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
1230,3,2,8,1,156,173,TRUE,0.2553191489361702,FALSE,1,TRUE,1,NA,0.2553191489361702,NA,1,NA,FALSE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
5170,3,1,1,6,807,850,TRUE,0.3618834080717489,TRUE,1,TRUE,2,4,0.3929824561403509,0.34254545454545454,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
4109,1,13,11,21,3301,3330,TRUE,0.41652996845425866,TRUE,1,TRUE,6,15,0.35613275613275613,0.4634529147982063,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
1204,7,2,2,2,187,188,TRUE,0.3121869782971619,TRUE,1,TRUE,1,1,0.25656565656565655,0.5769230769230769,1,1,FALSE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
6180,18,1,8,1,99,113,TRUE,0.47596153846153844,FALSE,1,TRUE,NA,1,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6121,20,1,2,8,2176,2160,TRUE,0.5876316500135026,TRUE,1,TRUE,4,4,0.3801801801801802,0.8981793661496965,1,1,FALSE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1204,16,2,8,5,1848,2138,TRUE,0.5653104925053534,TRUE,1,TRUE,3,2,0.538404452690167,0.6916376306620209,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6110,16,1,1,1,39,42,TRUE,1,TRUE,1,TRUE,1,NA,1,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,TRUE,muestra_insuficiente
6110,15,1,1,5,329,310,TRUE,0.8245614035087719,TRUE,1,TRUE,3,2,0.7643097643097643,1,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
8150,20,4,1,3,430,441,TRUE,0.7478260869565218,TRUE,1,TRUE,3,NA,0.9014675052410901,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
5170,20,1,8,2,829,827,TRUE,0.5900355871886122,TRUE,1,TRUE,2,NA,0.5900355871886122,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
7201,1,3,11,2,741,799,TRUE,1,TRUE,1,TRUE,2,NA,1,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
6180,15,1,13,1,35,36,TRUE,0.01529051987767584,FALSE,1,TRUE,NA,1,NA,0.1320754716981132,NA,1,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1250,20,3,2,13,2320,2414,TRUE,0.1608095931240036,FALSE,1,TRUE,8,5,0.1479975604797723,0.18827631292220529,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
8311,20,2,8,7,684,675,TRUE,0.1015288704170996,FALSE,1,TRUE,5,2,0.2206008583690987,0.038574994327206714,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
2125,15,2,2,27,7382,7383,TRUE,1,TRUE,0.4477802037845706,FALSE,19,8,1,1,0.48928372241255674,0.31546863093726185,TRUE,TRUE,FALSE,FALSE,scian,FALSE,TRUE,sin_mayoria_reciproca_estable
1204,20,2,8,1,48,49,TRUE,0.24242424242424243,FALSE,1,TRUE,NA,1,NA,0.6,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6121,6,1,1,1,37,38,TRUE,1,TRUE,1,TRUE,1,NA,1,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,TRUE,muestra_insuficiente
1204,6,2,8,4,431,437,TRUE,1,TRUE,1,TRUE,NA,4,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5100,15,2,2,1,38,39,TRUE,1,TRUE,1,TRUE,1,NA,1,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,TRUE,muestra_insuficiente
8311,20,2,7,1,35,35,TRUE,0.005195190737717085,FALSE,1,TRUE,NA,1,NA,0.007941910596777853,NA,1,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
8311,20,2,3,2,142,141,TRUE,0.0210776309930236,FALSE,1,TRUE,1,1,0.04377682403433476,0.009076469253460404,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1250,19,3,1,1,35,36,TRUE,1,TRUE,1,TRUE,NA,1,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6110,20,1,3,16,3763,3983,TRUE,0.2956938550997957,FALSE,1,TRUE,7,9,0.24444799488736219,0.3452914798206278,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
7121,7,8,3,1,75,73,TRUE,0.0244140625,FALSE,1,TRUE,NA,1,NA,0.0859106529209622,NA,1,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
7201,7,3,5,8,3615,3553,TRUE,0.013465944012963067,FALSE,1,TRUE,3,5,0.011019283746556474,0.016065830721003135,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6101,15,1,3,8,2438,2297,TRUE,0.19120069014194965,FALSE,0.9531120331950207,TRUE,7,1,0.4487227648384673,0.006597549481621112,1,0.3067484662576687,TRUE,FALSE,TRUE,FALSE,scian,FALSE,FALSE,muestra_insuficiente
7121,5,8,10,5,579,605,TRUE,0.21468298109010012,FALSE,1,TRUE,4,1,0.7799607072691552,0.08318098720292505,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
4120,1,13,11,41,8711,8677,TRUE,0.8283567896538608,TRUE,1,TRUE,29,12,0.7699591836734694,0.9098155317695286,1,1,TRUE,TRUE,TRUE,TRUE,scian,TRUE,FALSE,candidato_estadistico_no_aprobado_semanticamente
4119,1,13,11,7,1726,1643,TRUE,1,TRUE,1,TRUE,2,5,1,1,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1230,20,2,7,4,687,645,TRUE,0.27524038461538464,FALSE,1,TRUE,1,3,0.060544904137235116,0.41661129568106314,1,1,FALSE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1230,20,2,2,6,1310,1430,TRUE,0.5248397435897436,TRUE,1,TRUE,4,2,0.8234106962663976,0.3282392026578073,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
6110,4,1,2,1,159,159,TRUE,0.48773006134969327,FALSE,1,TRUE,NA,1,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6110,4,1,3,1,167,167,TRUE,0.5122699386503068,TRUE,1,TRUE,1,NA,1,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
5141,14,2,8,1,110,136,TRUE,0.13142174432497014,FALSE,1,TRUE,1,NA,1,NA,1,NA,TRUE,NA,TRUE,NA,scian,FALSE,FALSE,muestra_insuficiente
1204,19,2,2,16,7169,6986,TRUE,0.47555555555555556,TRUE,1,TRUE,9,7,0.5311888454011742,0.4096245832729381,1,1,TRUE,TRUE,TRUE,TRUE,scian,FALSE,TRUE,sin_mayoria_reciproca_estable
1230,5,2,4,1,101,99,TRUE,0.06778523489932886,FALSE,1,TRUE,NA,1,NA,0.09537299338999056,NA,1,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5141,5,2,2,18,4460,4690,TRUE,0.0771946829133204,FALSE,1,TRUE,10,8,0.08888650810656382,0.06619869684960032,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,sin_mayoria_reciproca_estable
1230,5,2,10,1,213,268,TRUE,0.1429530201342282,FALSE,1,TRUE,NA,1,NA,0.20113314447592068,NA,1,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6180,19,1,7,3,292,298,TRUE,1,TRUE,0.21704297159504735,FALSE,1,2,1,1,0.08432708688245315,1,TRUE,TRUE,FALSE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
2121,10,2,3,1,108,106,TRUE,0.11946902654867257,FALSE,0.09114359415305245,FALSE,NA,1,NA,0.17197452229299362,NA,0.4669603524229075,NA,FALSE,NA,FALSE,scian,FALSE,FALSE,muestra_insuficiente
6121,20,1,3,4,471,475,TRUE,0.12719416689170943,FALSE,1,TRUE,3,1,0.1783783783783784,0.05057316250842886,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
7201,7,3,4,20,8702,8800,TRUE,0.03241511612747015,FALSE,1,TRUE,11,9,0.030744090872938404,0.034190792304382565,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,sin_mayoria_reciproca_estable
6121,5,1,4,2,496,502,TRUE,0.07232429279673375,FALSE,1,TRUE,1,1,0.16072908036454017,0.024302430243024302,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
6121,8,1,1,3,380,363,TRUE,0.11826953003423592,FALSE,1,TRUE,2,1,0.5027472527472527,0.06914706914706915,1,1,TRUE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
5100,18,1,4,1,103,102,TRUE,0.039860681114551086,FALSE,0.45535714285714285,FALSE,1,NA,0.06156604901374776,NA,0.45535714285714285,NA,FALSE,NA,FALSE,NA,scian,FALSE,FALSE,muestra_insuficiente
1204,19,2,8,1,99,98,TRUE,0.006567164179104477,FALSE,1,TRUE,NA,1,NA,0.014349905783446876,NA,1,NA,FALSE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
8150,18,6,6,1,117,116,TRUE,1,TRUE,1,TRUE,NA,1,NA,1,NA,1,NA,TRUE,NA,TRUE,scian,FALSE,TRUE,muestra_insuficiente
7121,5,9,4,5,1461,1531,TRUE,0.3326502732240437,FALSE,0.9598746081504702,TRUE,4,1,0.6724393864423552,0.04301982285955293,1,0.6631578947368421,TRUE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1204,4,2,9,2,411,405,TRUE,0.1516045739579491,FALSE,1,TRUE,1,1,0.3790983606557377,0.02363112391930836,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
4120,1,13,13,8,1805,1803,TRUE,0.17164321034613922,FALSE,1,TRUE,6,2,0.23004081632653062,0.09018446823047142,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,TRUE,muestra_insuficiente
5100,5,1,2,2,683,680,TRUE,0.1971139971139971,FALSE,0.5093632958801498,TRUE,NA,2,NA,0.41545012165450124,NA,0.85,NA,TRUE,NA,TRUE,scian,FALSE,FALSE,muestra_insuficiente
2121,12,2,1,5,983,883,TRUE,1,TRUE,0.48330596606458676,FALSE,1,4,1,1,0.16607773851590105,1,TRUE,TRUE,FALSE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
1250,20,3,7,6,1004,993,TRUE,0.06959173771400845,FALSE,1,TRUE,5,1,0.09402317544216304,0.017215079538025712,1,1,FALSE,FALSE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
5100,18,1,7,7,1435,1490,TRUE,0.5553405572755418,TRUE,0.975130890052356,TRUE,4,3,0.3132098027495517,1,1,0.9611451942740287,FALSE,TRUE,TRUE,TRUE,scian,FALSE,FALSE,muestra_insuficiente
